"","event","latitude","longitude","raw_intensity_measure","intensity_classification","f_cluster_2","f_cluster_3","f_cluster_5","f_cluster_16","f_cluster_19","f_cluster_21","f_cluster_5_rating","f_cluster_19_rating"
"4001","fire",40.5017,-122.5178,4,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4002","fire",37.4797,-118.5811,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"4003","fire",37.4661,-118.5775,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"4004","fire",40.6011,-122.9117,1.5,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4005","fire",40.6325,-122.8592,192,3,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4006","fire",41.0819,-122.3269,550,4,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4007","fire",40.6667,-122.1186,1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4008","fire",40.71933,-122.05749,1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4009","fire",41.85622,-120.08328,2.5,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4010","fire",41.4636,-120.1531,0.3,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4011","fire",41.716844,-120.18358,0.5,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4012","fire",41.8586,-120.1594,0.6,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4013","fire",41.5522,-120.1672,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4014","fire",41.855,-120.1528,1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4015","fire",41.5364,-120.1431,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4016","fire",41.8822,-120.1417,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4017","fire",41.5572,-120.1722,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4018","fire",35.69669,-115.70394,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4019","fire",35.75578,-115.59433,25.5,2,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4020","fire",35.6094,-115.7322,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4021","fire",35.7331,-115.8831,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4022","fire",35.6525,-115.8136,3,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4023","fire",35.6692,-115.9883,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4024","fire",35.2025,-119.4686,8,1,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"4025","fire",35.185,-119.5186,0.2,1,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"4026","fire",35.1967,-119.5489,3,1,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"4027","fire",35.2067,-119.5997,0.3,1,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"4028","fire",35.1789,-119.4364,0.7,1,1,3,5,16,19,21,1.34527486102532,1.41228070175439
"4029","fire",35.1603,-115.3631,0.3,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4030","fire",35.1286,-115.2506,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4031","fire",35.178508,-115.409753,0.3,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4032","fire",35.16014,-115.35497,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4033","fire",35.15194,-115.15847,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4034","fire",35.12514,-115.37042,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4035","fire",35.1514,-115.0214,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4036","fire",35.1728,-115.4125,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4037","fire",35.1192,-115.6814,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4038","fire",40.7336,-122.9856,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"4039","fire",40.6514,-122.9406,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4040","fire",40.7236,-122.9486,0.1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"4041","fire",40.7414,-122.9794,0.5,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"4042","fire",40.6578,-122.9525,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"4043","fire",41.5928,-122.9547,1.7,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"4044","fire",40.7172,-122.9533,1,1,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"4045","fire",40.6569,-122.9592,0.1,1,2,2,2,3,3,3,1.10598290598291,1.04838709677419
"4046","fire",40.7253,-122.9661,128,3,2,2,2,4,4,4,1.10598290598291,1.05391804457225
"4047","fire",34.80222,-115.32039,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4048","fire",34.80222,-115.32039,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4049","fire",34.8014,-115.3758,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4050","fire",34.8033,-115.3611,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4051","fire",34.7998,-115.38024,0.3,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4052","fire",34.77831,-115.44603,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4053","fire",34.76892,-115.41958,0.5,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4054","fire",34.9828,-115.4558,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4055","fire",35.0356,-115.2211,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4056","fire",34.99997,-114.99789,0.3,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4057","fire",35.0867,-115.5694,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4058","fire",40.0258,-120.1039,0.1,1,2,2,3,10,10,10,1.3125,1.24752475247525
"4059","fire",40.0136,-120.1003,60,2,2,2,3,10,10,10,1.3125,1.24752475247525
"4060","fire",39.9794,-120.0867,155,3,2,2,3,10,10,10,1.3125,1.24752475247525
"4061","fire",41.89978,-120.08328,257,3,2,2,3,5,5,14,1.3125,1.3356890459364
"4062","fire",40.881933,-120.0861,7.6,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4063","fire",40.7836,-120.0836,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4064","fire",40.9503,-120.0914,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4065","fire",41.9285,-120.0647,68,2,2,2,3,5,5,14,1.3125,1.3356890459364
"4066","fire",40.88,-120.08,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4067","fire",41.0975,-120.0703,3.3,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4068","fire",41.1608,-120.0756,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4069","fire",40.8864,-120.0778,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4070","fire",41.8747,-120.0231,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4071","fire",41.5472,-120.0192,39,2,2,2,3,5,5,14,1.3125,1.3356890459364
"4072","fire",41.3158,-120.4972,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4073","fire",41.5525,-120.4631,41,2,2,2,3,5,5,14,1.3125,1.3356890459364
"4074","fire",41.29,-120.5136,0.5,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4075","fire",34.86094,-114.85958,0.3,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4076","fire",34.86508,-115.85153,0.1,1,1,1,1,14,15,19,1.2753120665742,1.16037735849057
"4077","fire",34.8792,-114.7475,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4078","fire",34.89094,-114.70358,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4079","fire",34.85289,-114.82828,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4080","fire",34.8822,-114.7372,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4081","fire",34.85681,-114.90458,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4082","fire",34.8695,-114.83366,0.1,1,1,1,1,14,15,16,1.2753120665742,1.16037735849057
"4083","fire",40.6486,-122.4597,1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4084","fire",40.5853,-122.4525,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4085","fire",40.6192,-122.4503,8,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4086","fire",40.6428,-122.4575,1.4,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4087","fire",40.4881,-122.4278,0.7,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4088","fire",40.6031,-122.4494,0.5,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4089","fire",40.6142,-122.4139,6,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4090","fire",40.586106,-122.456039,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4091","fire",40.12933,-120.14883,19.9,2,2,2,3,10,10,10,1.3125,1.24752475247525
"4092","fire",40.0825,-120.1567,0.1,1,2,2,3,10,10,10,1.3125,1.24752475247525
"4093","fire",40.04774,-120.12399,0.1,1,2,2,3,10,10,10,1.3125,1.24752475247525
"4094","fire",40.91117,-120.141033,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4095","fire",41.3664,-120.1342,7.3,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4096","fire",40.6153,-120.1153,315578.8,5,2,2,3,5,5,14,1.3125,1.3356890459364
"4097","fire",41.4781,-120.1528,0.5,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4098","fire",40.8944,-120.1325,0.3,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4099","fire",40.8928,-120.1417,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4100","fire",41.5364,-120.143,0.3,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4101","fire",41.8822,-120.1417,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4102","fire",40.9636,-120.1142,10570,5,2,2,3,5,5,14,1.3125,1.3356890459364
"4103","fire",41.15,-120.12,0.5,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4104","fire",38.7194,-119.7836,0.5,1,2,2,3,10,10,10,1.3125,1.24752475247525
"4105","fire",38.0769,-118.7931,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"4106","fire",38.1331,-118.8142,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"4107","fire",38.1442,-118.8144,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"4108","fire",38.145,-118.8142,0.1,1,1,3,5,13,14,15,1.34527486102532,1.32720588235294
"4109","fire",40.935,-121.1089,0.2,1,2,2,3,5,5,5,1.3125,1.3356890459364
"4110","fire",40.59272,-120.24726,0.1,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4111","fire",38.5839,-119.6439,1.5,1,2,2,3,10,10,10,1.3125,1.24752475247525
"4112","fire",38.63622,-119.54783,0.3,1,2,2,3,10,10,10,1.3125,1.24752475247525
"4113","fire",38.6508,-119.5586,0.1,1,2,2,3,10,10,10,1.3125,1.24752475247525
"4114","fire",38.0244,-120.5444,0.7,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4115","fire",38.5131,-122.1044,5.8,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4116","fire",32.75174442,-116.7965653,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4117","fire",32.685,-116.86,0.2,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4118","fire",32.73277778,-116.9305556,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4119","fire",32.72638889,-116.8936111,0,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4120","fire",32.68944444,-116.9108333,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4121","fire",32.74138889,-116.9358333,0.5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4122","fire",32.75166667,-116.9008333,0.2,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4123","fire",32.63666667,-116.8836111,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4124","fire",32.741667,-116.936131,0.5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4125","fire",32.7234,-116.9581,0.2,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4126","fire",32.725197,-116.890781,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4127","fire",32.76583333,-116.8880556,0.5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4128","fire",32.753372,-116.938502,0.5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4129","fire",32.72305556,-116.9611111,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4130","fire",32.72388889,-116.9611111,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4131","fire",33.000333,-114.505383,0.1,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"4132","fire",33.02671153,-114.5215631,100,3,1,1,1,15,16,17,1.2753120665742,1.2
"4133","fire",32.68055556,-116.7044444,3,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4134","fire",33.17611111,-115.6219444,0.5,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"4135","fire",41.939426,-121.500945,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4136","fire",41.971306,-121.726025,12.7,2,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4137","fire",41.91444444,-121.4861111,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4138","fire",41.8642,-121.4235,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4139","fire",41.8916,-121.4914,40,2,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4140","fire",41.886007,-121.477287,0.3,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4141","fire",37.63333333,-121.2166667,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4142","fire",37.635,-121.2138889,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4143","fire",37.59277778,-121.2047222,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4144","fire",37.6331,-121.2114,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4145","fire",37.680211,-121.207344,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4146","fire",37.63555556,-121.2144444,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4147","fire",37.6066667,-121.1785,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4148","fire",37.681189,-121.190306,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4149","fire",37.6805,-121.195778,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4150","fire",37.63333333,-121.2,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4151","fire",37.58805556,-121.1730556,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4152","fire",37.6361,-121.2072,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4153","fire",37.636944,-121.205833,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4154","fire",37.666667,-121.195833,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4155","fire",37.68055556,-121.1955556,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4156","fire",37.681097,-121.195731,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4157","fire",37.63949722,-121.2178222,2,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4158","fire",37.681156,-121.190306,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4159","fire",37.666667,-121.195833,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4160","fire",37.63416667,-121.2069444,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4161","fire",37.680584,-121.19553,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4162","fire",37.62583333,-121.1777778,7,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4163","fire",37.68062,-121.195544,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4164","fire",37.5859,-121.168761,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4165","fire",37.62416667,-121.1875,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4166","fire",37.679644,-121.194197,0.2,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4167","fire",37.605,-121.1781667,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4168","fire",37.63444444,-121.2144444,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4169","fire",37.6307,-121.190228,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4170","fire",37.603,-121.1813333,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4171","fire",37.604741,-121.17798,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4172","fire",37.630227,-121.185698,0.3,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4173","fire",37.605,-121.178,0.5,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4174","fire",37.605,-121.178,0.5,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4175","fire",37.63922,-121.215485,87.4,2,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4176","fire",37.583379,-121.166732,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4177","fire",37.680346,-121.195506,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4178","fire",32.75194444,-116.9008333,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4179","fire",32.81888889,-114.5091667,0,1,1,1,1,1,1,1,1.2753120665742,1.17919075144509
"4180","fire",37.37222222,-120.9552778,2,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4181","fire",41.873185,-121.47659,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4182","fire",41.8599,-121.5000005,0.2,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4183","fire",41.906402,-121.622128,13,2,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4184","fire",41.916514,-121.704267,1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4185","fire",41.900538,-121.457653,0.1,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4186","fire",41.899806,-121.466798,0.5,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4187","fire",41.943937,-121.564483,0.2,1,2,2,2,6,6,6,1.10598290598291,1.46308724832215
"4188","fire",32.86305556,-116.7875,0.2,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4189","fire",37.175,-120.8744444,20,2,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4190","fire",37.230093,-120.912963,2,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4191","fire",37.248889,-120.851667,1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4192","fire",36.292172,-118.849198,0.1,1,1,3,5,12,13,13,1.34527486102532,1.24173553719008
"4193","fire",37.140429,-120.530238,32,2,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4194","fire",37.013554,-120.77482,1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4195","fire",37.02246,-120.76682,15,2,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4196","fire",37.491481,-121.957443,0.3,1,2,2,4,9,18,20,1.26859504132231,1.5
"4197","fire",36.928889,-121.843056,1,1,2,2,4,9,18,20,1.26859504132231,1.5
"4198","fire",37.495101,-121.95668,0.7,1,2,2,4,9,18,20,1.26859504132231,1.5
"4199","fire",37.422791,-121.980834,0.2,1,2,2,4,9,18,20,1.26859504132231,1.5
"4200","fire",37.43722222,-121.9569444,0.1,1,2,2,4,9,18,20,1.26859504132231,1.5
"4201","fire",36.94582,-121.84642,0.1,1,2,2,4,9,18,20,1.26859504132231,1.5
"4202","fire",32.58805556,-117.1213889,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4203","fire",32.657688,-117.109991,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4204","fire",32.58944444,-117.0938889,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4205","fire",32.58805556,-117.1077778,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4206","fire",32.59277778,-117.0927778,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4207","fire",39.47666667,-122.0169444,0.5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4208","fire",39.416632,-122.008925,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4209","fire",39.11694444,-122.0363889,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4210","fire",39.59805556,-122.0016667,2,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4211","fire",39.109322,-122.049163,150,3,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4212","fire",39.484727,-121.996986,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4213","fire",39.478036,-122.011759,8,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4214","fire",39.439194,-122.010528,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4215","fire",39.415,-121.9969444,0.5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4216","fire",39.438934,-122.010461,1.6,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4217","fire",39.766168,-122.030422,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4218","fire",39.440083,-122.010472,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4219","fire",37.166693,-120.816893,1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4220","fire",37.14694444,-120.8236111,1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4221","fire",37.27861111,-120.8341667,9,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4222","fire",37.199903,-120.825931,1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4223","fire",37.333465,-120.833536,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4224","fire",37.192558,-120.824639,0.1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4225","fire",41.461,-120.506434,0.2,1,2,2,3,5,5,14,1.3125,1.3356890459364
"4226","fire",37.29805556,-120.8572222,1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4227","fire",37.17527778,-120.8763889,1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4228","fire",37.29194444,-120.8555556,5,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4229","fire",37.231318,-120.881024,228,3,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4230","fire",39.31388889,-122.1925,1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4231","fire",39.38444444,-122.1075,0.3,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4232","fire",39.39111111,-122.1927778,3,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4233","fire",39.323632,-122.100192,3,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4234","fire",39.275619,-122.102199,1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4235","fire",39.406684,-122.131601,39,2,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4236","fire",39.413431,-122.180744,253.1,3,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4237","fire",39.417964,-122.193255,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4238","fire",39.4,-122.1269444,5.5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4239","fire",39.37111111,-122.1461111,0.5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4240","fire",39.371051,-122.139002,0.5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4241","fire",39.43055556,-122.185,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4242","fire",39.4075,-122.1361111,0.2,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4243","fire",39.75222222,-121.985,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4244","fire",39.71277778,-121.9519444,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4245","fire",39.54972222,-121.9822222,5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4246","fire",39.57888889,-121.9880556,4,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4247","fire",39.54305556,-121.9433333,5.2,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4248","fire",39.752623,-121.97781,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4249","fire",39.2308,-121.9238,10,2,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4250","fire",39.71361111,-121.9505556,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4251","fire",39.70805556,-121.9697222,0.5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4252","fire",39.75222222,-121.985,0.1,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4253","fire",39.4175,-121.993333,0.2,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4254","fire",39.411407,-121.991208,0.5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4255","fire",39.10416667,-121.7711111,5,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4256","fire",39.47083333,-121.8980556,0,1,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4257","fire",39.29694444,-121.8941667,25,2,2,2,4,8,8,8,1.26859504132231,1.34965034965035
"4258","fire",37.08768,-120.495098,1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4259","fire",38.343061,-121.469807,6,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4260","fire",38.3313,-121.4913,0.1,1,2,2,4,9,9,9,1.26859504132231,1.1123595505618
"4261","fire",37.283413,-120.783436,1,1,1,3,5,11,11,11,1.34527486102532,1.54901960784314
"4262","fire",32.580221,-116.919044,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4263","fire",32.59277778,-117.0927778,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4264","fire",32.6675,-116.9283333,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4265","fire",32.68166667,-116.8488889,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4266","fire",32.60861111,-116.7341667,2,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4267","fire",32.58972222,-117.0930556,0,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4268","fire",32.59111111,-117.0883333,0.2,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4269","fire",32.58944444,-117.0938889,0.1,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4270","fire",32.68861111,-116.9091667,0,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
"4271","fire",32.71666667,-116.9305556,0.5,1,1,1,1,2,12,12,1.2753120665742,1.36175710594315
